Index1,Index2,Index3,Value1,Value2
mes,NAT,120,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[ 112.780576   40.423153  -13.843791  -53.326368  -81.244948 -100.497117
 -113.381499 -121.597747 -126.41986  -128.815108 -129.496504 -128.969831
 -127.597068 -125.64245  -123.299279 -120.708269 -117.97134  -115.162079
 -112.333512 -109.523766 -106.760074 -104.061559 -101.441146  -98.907142
  -96.464457  -94.115568  -91.861355  -89.701543  -87.635217  -85.661001
  -83.777291  -81.982375  -80.274469  -78.651897  -77.11299   -75.656201
  -74.2801    -72.983291  -71.76447   -70.622447  -69.555955  -68.563756
  -67.644486  -66.796742  -66.018936  -65.309415]"
mes,NAT,180,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[  75.373088   11.893789  -34.548523  -67.571522  -90.32931  -105.511064
 -115.182214 -120.859796 -123.667902 -124.450716 -123.847241 -122.307704
 -120.143726 -117.578575 -114.772747 -111.840184 -108.860766 -105.88979
 -102.964958 -100.111521  -97.345826  -94.677773  -92.112453  -89.651514
  -87.294141  -85.037924  -82.879452  -80.814737  -78.839523  -76.949484
  -75.140359  -73.408039  -71.748595  -70.158338  -68.633761  -67.171588
  -65.768709  -64.422256  -63.129352  -61.887501  -60.694181  -59.547043
  -58.443801  -57.382327  -56.360519  -55.376412]"
mes,NAT,mes_S_trimer,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[217.499992 141.130005  83.578887  41.320688  10.967034 -10.447933
 -25.294903 -35.349977 -41.928369 -46.00125  -48.279039 -49.278149
 -49.373889 -48.839151 -47.872047 -46.616005 -45.174585 -43.622391
 -42.013171 -40.385751 -38.768155 -37.18032  -35.635959 -34.143994
 -32.709821 -31.336297 -30.024518 -28.77436  -27.584827 -26.454367
 -25.380946 -24.36233  -23.396039 -22.479545 -21.610288 -20.785725
 -20.003392 -19.260914 -18.556014 -17.886532 -17.250436 -16.645781
 -16.070755 -15.523627 -15.002778 -14.50671  -14.034018 -13.583348
 -13.153508 -12.743362 -12.351858 -11.978029 -11.620968 -11.279836
 -10.953838 -10.64225  -10.344334 -10.059428  -9.786848  -9.526003
  -9.276252  -9.037013  -8.807715  -8.587817  -8.376793  -8.174137
  -7.979405  -7.792131  -7.611897  -7.438328  -7.271054  -7.109746
  -6.954075  -6.803767  -6.65852   -6.518121  -6.38233   -6.25092
  -6.123689  -6.000468  -5.881073  -5.765339  -5.653097  -5.544237
  -5.438596  -5.336044]"
mes,NAT,mes_S_tetramer,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.1 6.2 6.3 6.4 6.5 6.6 6.7 6.8
 6.9 7.  7.1 7.2 7.3 7.4 7.5 7.6 7.7 7.8 7.9 8.  8.1 8.2 8.3 8.4 8.5]","[-121.394664 -130.175886 -136.694723 -141.278072 -144.227361 -145.815964
 -146.289252 -145.863295 -144.724374 -143.029963 -140.911257 -138.476074
 -135.812319 -132.991107 -130.069657 -127.09381  -124.09996  -121.116576
 -118.165564 -115.263375 -112.421956 -109.649792 -106.952598 -104.333996
 -101.796108  -99.339739  -96.964837  -94.670626  -92.455826  -90.318788
  -88.257425  -86.269525  -84.35275   -82.504592  -80.722601  -79.004293
  -77.34745   -75.749486  -74.208483  -72.722258  -71.288841  -69.90641
  -68.57325   -67.287763  -66.04837   -64.85392   -63.70303   -62.594743
  -61.528109  -60.502155  -59.516244  -58.569923  -57.66247   -56.793336
  -55.962475  -55.169268  -54.413414  -53.694589  -53.012408  -52.366594
  -51.756741  -51.182421  -50.643053  -50.138136  -49.667368  -49.229823
  -48.824941  -48.451932  -48.109666  -47.797888  -47.515555]"
mes,K,120,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[ 316.157282  212.787744  129.524326   63.550967   12.395724  -26.401543
  -55.188189  -76.064554  -90.815363 -100.900127 -107.478224 -111.449791
 -113.501683 -114.152177 -113.790553 -112.709637 -111.130447 -109.218645
 -107.094894 -104.8436   -102.522563 -100.171942  -97.820637  -95.489991
  -93.195843  -90.949757  -88.759931  -86.631895  -84.569114  -82.573462
  -80.645612  -78.785373  -76.99189   -75.263868  -73.599692  -71.997533
  -70.455453  -68.971419  -67.543392  -66.169303  -64.847128  -63.574906
  -62.350623  -61.172477  -60.038649  -58.947421]"
mes,K,180,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[ 252.105017  154.21416    79.914693   23.286049  -19.462781  -51.139061
  -74.036811  -90.084191 -100.883584 -107.736658 -111.675328 -113.4979
 -113.808472 -113.056856 -111.574666 -109.604978 -107.325388 -104.865183
 -102.317081  -99.744838  -97.189582  -94.676856  -92.223003  -89.839077
  -87.532546  -85.307953  -83.167505  -81.111491  -79.138831  -77.24748
  -75.434765  -73.697639  -72.032863  -70.437142  -68.907208  -67.439866
  -66.032044  -64.680808  -63.383355  -62.136993  -60.939193  -59.787504
  -58.679615  -57.613307  -56.58647   -55.597087]"
mes,K,mes_S_trimer,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[337.070377 240.280955 166.33842  109.417147  65.901367  33.129852
   8.92013   -8.575678 -20.903381 -29.323486 -34.83789  -38.225021
 -40.077771 -40.840179 -40.840354 -40.318268 -39.448099 -38.355882
 -37.132332 -35.841426 -34.526138 -33.214321 -31.924471 -30.669208
 -29.457116 -28.293485 -27.181075 -26.120865 -25.112453 -24.154602
 -23.245438 -22.382811 -21.564397 -20.787754 -20.050577 -19.35054
 -18.685468 -18.053314 -17.452133 -16.88013  -16.335599 -15.816973
 -15.322774 -14.851642 -14.40222  -13.973343 -13.563798 -13.172548
 -12.798543 -12.440824 -12.098446 -11.770584 -11.456389 -11.155139
 -10.866107 -10.588611 -10.322052 -10.065802  -9.819319  -9.58212
  -9.353712  -9.133609  -8.921426  -8.716766  -8.519234  -8.328515
  -8.144264  -7.966163  -7.793939  -7.62735   -7.466079  -7.30995
  -7.158698  -7.012133  -6.870046  -6.732253  -6.598566  -6.468821
  -6.342883  -6.220564  -6.101733  -5.986275  -5.874045  -5.764926
  -5.658814  -5.555555]"
mes,K,mes_S_tetramer,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[-105.492399 -113.139393 -119.1062   -123.550584 -126.646914 -128.574369
 -129.507548 -129.610322 -129.032176 -127.906846 -126.351798 -124.467057
 -122.335846 -120.026539 -117.595188 -115.087359 -112.53946  -109.980277
 -107.432297 -104.912791 -102.435072 -100.009099  -97.642195  -95.339429
  -93.104221  -90.938439  -88.842875  -86.817512  -84.861532  -82.973796
  -81.152628  -79.396174  -77.702443  -76.069281  -74.49463   -72.976224
  -71.511937  -70.099662  -68.737247  -67.422694  -66.153978  -64.929106
  -63.746191  -62.603374  -61.498879  -60.430955  -59.397951  -58.398284
  -57.4305    -56.493087  -55.584798  -54.704292  -53.850376  -53.021918
  -52.21791   -51.437301  -50.679111  -49.94253   -49.226644  -48.530729
  -47.853908  -47.195596  -46.554999  -45.93149   -45.324445  -44.733256
  -44.157311  -43.596088  -43.048999  -42.515652  -41.995255  -41.487592
  -40.992105  -40.508401  -40.035982  -39.574473  -39.123477  -38.682655
  -38.251668  -37.830064  -37.417731  -37.014267  -36.619495  -36.23315
  -35.855166  -35.485452]"
mes,RB,120,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[ 468.957998  332.534158  224.698513  138.830755   71.784027   20.293128
  -18.63424   -47.580961  -68.719107  -83.832601  -94.348471 -101.385157
 -105.810956 -108.294312 -109.34282  -109.337614 -108.564705 -107.241833
 -105.539435 -103.59319  -101.506792  -99.350659  -97.166096  -94.975941
  -92.794898  -90.635246  -88.508747  -86.426611  -84.398856  -82.433567
  -80.536323  -78.709894  -76.954292  -75.267141  -73.644301  -72.080597
  -70.570526  -69.108847  -67.691045  -66.313658  -64.974448  -63.67241
  -62.407612  -61.1809    -59.993666  -58.84704 ]"
mes,RB,180,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[ 413.860223  272.524439  168.216453   90.094163   31.438252  -12.343942
  -44.602482  -67.920359  -84.357345  -95.56635  -102.855903 -107.238595
 -109.485079 -110.178608 -109.758111 -108.551039 -106.80069  -104.688659
 -102.351958  -99.895051  -97.397273  -94.916026  -92.487346  -90.128372
  -87.844762  -85.638509  -83.511171  -81.463917  -79.497106  -77.610208
  -75.801915  -74.070232  -72.41251   -70.825486  -69.305445  -67.848486
  -66.450832  -65.109067  -63.820262  -62.581988  -61.392238  -60.249302
  -59.151617  -58.097631  -57.085691  -56.113992]"
mes,RB,mes_S_trimer,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[506.825132 369.035    266.190765 187.419912 126.929394  80.739421
  45.826787  19.789528   0.671394 -13.116495 -22.840968 -29.497221
 -33.863485 -36.54283  -37.993182 -38.556182 -38.485726 -37.972104
 -37.159293 -36.155602 -35.040155 -33.868198 -32.676553 -31.488962
 -30.320592 -29.181317 -28.077841 -27.014936 -25.996068 -25.023604
 -24.098749 -23.221392 -22.390067 -21.602159 -20.854362 -20.143227
 -19.465622 -18.819007 -18.201527 -17.611952 -17.049537 -16.513827
 -16.004465 -15.521027 -15.062896 -14.629209 -14.218849 -13.830489
 -13.462657 -13.113797 -12.782342 -12.466751 -12.165559 -11.87739
 -11.60098  -11.335182 -11.07897  -10.831441 -10.591807 -10.359396
 -10.13364   -9.914067  -9.70029   -9.492     -9.288948  -9.090939
  -8.89782   -8.709466  -8.525779  -8.346676  -8.172084  -8.001934
  -7.836162  -7.6747    -7.517481  -7.364434  -7.215487  -7.070559
  -6.929574  -6.792444  -6.659085  -6.529409  -6.403324  -6.280739
  -6.161561  -6.045697]"
mes,RB,mes_S_tetramer,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[ 6.24915429e+02  5.59038862e+02  4.87649750e+02  4.13974071e+02
  3.42313499e+02  2.75199605e+02  2.13784013e+02  1.58529640e+02
  1.09639079e+02  6.70170200e+01  3.04200670e+01 -5.35386000e-01
 -2.63319850e+01 -4.75035440e+01 -6.45989460e+01 -7.81611970e+01
 -8.87110960e+01 -9.67315770e+01 -1.02656294e+02 -1.06864535e+02
 -1.09681211e+02 -1.11380318e+02 -1.12190697e+02 -1.12302628e+02
 -1.11873295e+02 -1.11031171e+02 -1.09879784e+02 -1.08501598e+02
 -1.06961630e+02 -1.05310150e+02 -1.03584857e+02 -1.01813293e+02
 -1.00015390e+02 -9.82056920e+01 -9.63950080e+01 -9.45915860e+01
 -9.28016730e+01 -9.10303660e+01 -8.92818750e+01 -8.75599680e+01
 -8.58682560e+01 -8.42102790e+01 -8.25893300e+01 -8.10080820e+01
 -7.94682300e+01 -7.79703060e+01 -7.65137170e+01 -7.50969300e+01
 -7.37177520e+01 -7.23736220e+01 -7.10619260e+01 -6.97802930e+01
 -6.85268510e+01 -6.73004050e+01 -6.61004950e+01 -6.49273480e+01
 -6.37817080e+01 -6.26646390e+01 -6.15772980e+01 -6.05207610e+01
 -5.94958730e+01 -5.85032760e+01 -5.75430790e+01 -5.66151440e+01
 -5.57191280e+01 -5.48543350e+01 -5.40199000e+01 -5.32145730e+01
 -5.24376390e+01 -5.16869000e+01 -5.09613080e+01 -5.02594780e+01
 -4.95799640e+01 -4.89213760e+01 -4.82823850e+01 -4.76617590e+01
 -4.70583480e+01 -4.64711270e+01 -4.58991770e+01 -4.53416990e+01
 -4.47980050e+01 -4.42675270e+01 -4.37498730e+01 -4.32445460e+01
 -4.27513560e+01 -4.22701450e+01]"
mes,CS,120,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[ 616.362266  417.996092  281.911831  183.301824  108.580578   51.043732
    6.82298   -26.887303  -52.276705  -71.080436  -84.684395  -94.205251
 -100.559718 -104.501436 -106.63409  -107.427108 -107.239352 -106.343787
 -104.948048 -103.209871 -101.248333  -99.152113  -96.985788  -94.795089
  -92.611837  -90.458186  -88.349124  -86.293225  -84.292749  -82.344626
  -80.44267   -78.580818  -76.756098  -74.970091  -73.228459  -71.539116
  -69.910091  -68.34787   -66.856502  -65.437393  -64.089543  -62.810011
  -61.594439  -60.437529  -59.333428  -58.276032]"
mes,CS,180,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[ 610.889292  404.766856  257.209358  152.194935   76.641066   21.410998
  -19.257452  -49.11795   -70.773713  -86.135995  -96.658585 -103.468079
 -107.464575 -109.378266 -109.791277 -109.153132 -107.799342 -105.97329
 -103.847946 -101.543817  -99.143024  -96.701583  -94.260355  -91.852256
  -89.503589  -87.231455  -85.042576  -82.935782  -80.905486  -78.94436
  -77.045682  -75.205177  -73.421833  -71.697516  -70.035594  -68.439237
  -66.910099  -65.447719  -64.049604  -62.711707  -61.429088  -60.196574
  -59.009269  -57.862979  -56.75437   -55.680975]"
mes,CS,mes_S_trimer,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[700.56055  509.047005 373.203395 270.990802 194.495381 135.690457
  90.064543  54.7943    27.800308   7.405185  -7.772845 -18.858437
 -26.762796 -32.225377 -35.839502 -38.071221 -39.279963 -39.739374
 -39.654524 -39.175931 -38.413369 -37.450151 -36.354127 -35.182001
 -33.978852 -32.777355 -31.598592 -30.453835 -29.346559 -28.274865
 -27.234504 -26.222066 -25.237246 -24.283313 -23.365844 -22.490703
 -21.662311 -20.882736 -20.151588 -19.466426 -18.823409 -18.217978
 -17.645435 -17.101358 -16.581834 -16.083514 -15.603581 -15.139664
 -14.689768 -14.252237 -13.825738 -13.409272 -13.002176 -12.604123
 -12.215096 -11.835352 -11.465372 -11.105788 -10.757323 -10.420708
 -10.096626  -9.785648  -9.488194  -9.204504  -8.93463   -8.678434
  -8.435613  -8.205716  -7.988177  -7.78235   -7.587531  -7.402996
  -7.228017  -7.061881  -6.903907  -6.75345   -6.609913  -6.472741
  -6.341431  -6.21552   -6.094592  -5.978269  -5.866209  -5.758106
  -5.65368   -5.55268 ]"
mes,CS,mes_S_tetramer,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.1 6.2 6.3 6.4 6.5 6.6 6.7 6.8
 6.9 7.  7.1 7.2 7.3 7.4 7.5 7.6 7.7 7.8 7.9 8.  8.1 8.2 8.3 8.4 8.5 8.6
 8.7 8.8 8.9 9.  9.1 9.2 9.3 9.4 9.5 9.6]","[1809.400208 1612.62934  1474.856571 1380.855882 1322.992799 1295.55835
 1289.318953 1290.048364 1280.641126 1245.119686 1173.695914 1065.85284
  929.519022  777.872718  625.372587  483.780245  360.0972    256.703096
  172.722295  105.696428   52.781134   11.267479  -21.131806  -46.163904
  -65.272013  -79.653236  -90.23685   -97.778599 -102.923001 -106.202938
 -108.038962 -108.761707 -108.63937  -107.890886 -106.689109 -105.166478
 -103.424977 -101.545665  -99.594281  -97.622569  -95.666792  -93.746449
  -91.866548  -90.023955  -88.214086  -86.434316  -84.684238  -82.964843
  -81.277695  -79.625094  -78.010038  -76.436226  -74.907685  -73.428158
  -72.000497  -70.626256  -69.305572  -68.03729   -66.819234  -65.648561
  -64.522124  -63.436715  -62.38872   -61.375292  -60.393716  -59.441118
  -58.514819  -57.612365  -56.731172  -55.869604  -55.02547   -54.197246
  -53.383769  -52.584248  -51.798289  -51.025828  -50.2673    -49.523338
  -48.794875  -48.083049  -47.389134  -46.714485]"
mesh,LI,bisector,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[ 75.643155  41.399553  17.810194   1.882185  -8.595323 -15.228876
 -19.175906 -21.266196 -22.09154  -22.071797 -21.503618 -20.595638
 -19.493535 -18.297863 -17.076857 -15.875655 -14.72296  -13.635872
 -12.623376 -11.688868 -10.831988 -10.049932  -9.338402  -8.692294
  -8.10615   -7.574488  -7.09199   -6.65365   -6.25484   -5.891333
  -5.55933   -5.255442  -4.976666  -4.720348  -4.484156  -4.26604
  -4.064192  -3.877026  -3.703128  -3.541259  -3.39031   -3.249298
  -3.117345  -2.993669  -2.877567  -2.768412]"
mesh,LI,lp,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[ 88.791816  49.835433  22.624531   3.907145  -8.711342 -16.971918
 -22.13327  -25.103179 -26.535366 -26.900255 -26.536408 -25.687505
 -24.528776 -23.185898 -21.748554 -20.280229 -18.825288 -17.414083
 -16.066665 -14.795488 -13.607416 -12.50524  -11.48883  -10.556009
  -9.703199  -8.925902  -8.219074  -7.577383  -6.995425  -6.467903
  -5.98971   -5.55605   -5.162466  -4.804875  -4.479562  -4.183182
  -3.912723  -3.665494  -3.439097  -3.231399  -3.040506  -2.86474
  -2.70262   -2.552834  -2.414229  -2.285784]"
mesh,LI,sh,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[ 4.00548   1.595673  0.160334 -0.626673 -0.989584 -1.082403 -1.010377
 -0.844615 -0.632371 -0.404258 -0.1794    0.030916  0.22068   0.387337
  0.530545  0.651298  0.751345  0.832783  0.897821  0.948604  0.987134
  1.015218  1.034472  1.046302  1.051932  1.052419  1.048669  1.041448
  1.031416  1.019123  1.005035  0.989546  0.972981  0.955625  0.937706
  0.919416  0.900915  0.88234   0.863792  0.84536   0.827117  0.809115
  0.791398  0.773998  0.75694   0.740242]"
mesh,LI,mesh_S_trimer,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[ 80.097212  45.431506  21.456267   5.178777  -5.614421 -12.534431
 -16.743091 -19.073171 -20.118545 -20.301036 -19.919079 -19.182682
 -18.23846  -17.187619 -16.098879 -15.017857 -13.973775 -12.984309
 -12.059106 -11.202284 -10.414246  -9.692953  -9.034905  -8.435738
  -7.890733  -7.395069  -6.944048  -6.533206  -6.15841   -5.815878
  -5.502189  -5.21431   -4.949516  -4.70543   -4.47994   -4.271195
  -4.077561  -3.897592  -3.730003  -3.573651  -3.427526  -3.290733
  -3.162456  -3.041971  -2.928632  -2.821872  -2.721154  -2.626016
  -2.536041  -2.450848  -2.370083  -2.293445  -2.220649  -2.151425
  -2.08555   -2.022795  -1.962962  -1.905864  -1.851334  -1.799215
  -1.749356  -1.701624  -1.6559    -1.612057  -1.569999  -1.529619
  -1.490836  -1.453554  -1.417697  -1.383193  -1.349974  -1.31797
  -1.287129  -1.257386  -1.228697  -1.201006  -1.174267  -1.148438
  -1.12348   -1.099352  -1.076017  -1.053435  -1.03158   -1.010413
  -0.989916  -0.970054]"
